;time_stamp;Name;Train_News;Train_Spam;Test_News;Test_Spam;True_News;True_Spam;False_News;False_Spam;Accuracy;Kappa;News_TPR;News_FPR;News_Prec;News_Recall;News_F1;Spam_TPR;Spam_FPR;Spam_Prec;Spam_Recall;Spam_F1
137;2017_08_04_13:06:07;RandomForest;970.0;973.0;421.0;412.0;355.0;345.0;67.0;66.0;84.03;68.06;0.84;0.16;0.84;0.84;0.84;0.84;0.16;0.84;0.84;0.84
138;2017_08_04_13:06:07;AdaBoost;970.0;973.0;421.0;412.0;218.0;383.0;29.0;203.0;72.15;44.54;0.52;0.07;0.88;0.52;0.65;0.93;0.48;0.65;0.93;0.77
139;2017_08_04_13:06:07;Vote;970.0;973.0;421.0;412.0;354.0;357.0;55.0;67.0;85.35;70.71;0.84;0.13;0.87;0.84;0.85;0.87;0.16;0.84;0.87;0.85
140;2017_08_03_13:03:22;LogisticRegression;967.0;976.0;424.0;409.0;355.0;345.0;64.0;69.0;84.03;68.06;0.84;0.16;0.85;0.84;0.84;0.84;0.16;0.83;0.84;0.83
141;2017_08_03_13:03:22;NaiveBayes;967.0;976.0;424.0;409.0;384.0;337.0;72.0;40.0;86.55;73.06;0.91;0.18;0.84;0.91;0.87;0.82;0.09;0.89;0.82;0.85
142;2017_08_03_13:03:22;MultinomialNB;967.0;976.0;424.0;409.0;387.0;332.0;77.0;37.0;86.31;72.57;0.91;0.19;0.83;0.91;0.87;0.81;0.09;0.9;0.81;0.85
143;2017_08_03_13:03:22;BernoulliNB;967.0;976.0;424.0;409.0;385.0;335.0;74.0;39.0;86.43;72.82;0.91;0.18;0.84;0.91;0.87;0.82;0.09;0.9;0.82;0.86
144;2017_08_03_13:03:22;LinearSVC;967.0;976.0;424.0;409.0;357.0;341.0;68.0;67.0;83.79;67.58;0.84;0.17;0.84;0.84;0.84;0.83;0.16;0.84;0.83;0.83
145;2017_08_03_13:03:22;SVC;967.0;976.0;424.0;409.0;356.0;340.0;69.0;68.0;83.55;67.09;0.84;0.17;0.84;0.84;0.84;0.83;0.16;0.83;0.83;0.83
146;2017_08_03_13:03:22;SVC;967.0;976.0;424.0;409.0;0.0;409.0;0.0;424.0;49.1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.49;1.0;0.66
147;2017_08_03_13:03:22;SVC;967.0;976.0;424.0;409.0;16.0;409.0;0.0;408.0;51.02;3.71;0.04;0.0;1.0;0.04;0.08;1.0;0.96;0.5;1.0;0.67
148;2017_08_03_13:03:22;SVC;967.0;976.0;424.0;409.0;333.0;317.0;92.0;91.0;78.03;56.05;0.79;0.22;0.78;0.79;0.78;0.78;0.21;0.78;0.78;0.78
149;2017_08_03_13:03:22;SGD;967.0;976.0;424.0;409.0;326.0;353.0;56.0;98.0;81.51;63.08;0.77;0.14;0.85;0.77;0.81;0.86;0.23;0.78;0.86;0.82
150;2017_08_03_13:03:22;MLP;967.0;976.0;424.0;409.0;359.0;342.0;67.0;65.0;84.15;68.29;0.85;0.16;0.84;0.85;0.84;0.84;0.15;0.84;0.84;0.84
151;2017_08_03_13:03:22;RandomForest;967.0;976.0;424.0;409.0;333.0;357.0;52.0;91.0;82.83;65.71;0.79;0.13;0.86;0.79;0.82;0.87;0.21;0.8;0.87;0.83
152;2017_08_03_13:03:22;AdaBoost;967.0;976.0;424.0;409.0;254.0;383.0;26.0;170.0;76.47;53.22;0.6;0.06;0.91;0.6;0.72;0.94;0.4;0.69;0.94;0.8
153;2017_08_03_13:03:22;Vote;967.0;976.0;424.0;409.0;364.0;351.0;58.0;60.0;85.83;71.66;0.86;0.14;0.86;0.86;0.86;0.86;0.14;0.85;0.86;0.85
154;2017_08_03_12:48:19;LogisticRegression;984.0;959.0;407.0;426.0;343.0;365.0;61.0;64.0;84.99;69.97;0.84;0.14;0.85;0.84;0.84;0.86;0.16;0.85;0.86;0.85
155;2017_08_03_12:48:19;NaiveBayes;984.0;959.0;407.0;426.0;369.0;347.0;79.0;38.0;85.95;71.96;0.91;0.19;0.82;0.91;0.86;0.81;0.09;0.9;0.81;0.85
156;2017_08_03_12:48:19;MultinomialNB;984.0;959.0;407.0;426.0;371.0;343.0;83.0;36.0;85.71;71.49;0.91;0.19;0.82;0.91;0.86;0.81;0.09;0.91;0.81;0.86
157;2017_08_03_12:48:19;BernoulliNB;984.0;959.0;407.0;426.0;371.0;340.0;86.0;36.0;85.35;70.77;0.91;0.2;0.81;0.91;0.86;0.8;0.09;0.9;0.8;0.85
158;2017_08_03_12:48:19;LinearSVC;984.0;959.0;407.0;426.0;329.0;363.0;63.0;78.0;83.07;66.1;0.81;0.15;0.84;0.81;0.82;0.85;0.19;0.82;0.85;0.83
159;2017_08_03_12:48:19;SVC;984.0;959.0;407.0;426.0;331.0;363.0;63.0;76.0;83.31;66.59;0.81;0.15;0.84;0.81;0.82;0.85;0.19;0.83;0.85;0.84
160;2017_08_03_12:48:19;SVC;984.0;959.0;407.0;426.0;407.0;0.0;426.0;0.0;48.86;0.0;1.0;1.0;0.49;1.0;0.66;0.0;0.0;0.0;0.0;0.0
161;2017_08_03_12:48:19;SVC;984.0;959.0;407.0;426.0;407.0;8.0;418.0;0.0;49.82;1.84;1.0;0.98;0.49;1.0;0.66;0.02;0.0;1.0;0.02;0.04
162;2017_08_03_12:48:19;SVC;984.0;959.0;407.0;426.0;321.0;332.0;94.0;86.0;78.39;56.78;0.79;0.22;0.77;0.79;0.78;0.78;0.21;0.79;0.78;0.78
163;2017_08_03_12:48:19;SGD;984.0;959.0;407.0;426.0;323.0;365.0;61.0;84.0;82.59;65.12;0.79;0.14;0.84;0.79;0.81;0.86;0.21;0.81;0.86;0.83
164;2017_08_03_12:48:19;MLP;984.0;959.0;407.0;426.0;341.0;365.0;61.0;66.0;84.75;69.48;0.84;0.14;0.85;0.84;0.84;0.86;0.16;0.85;0.86;0.85
165;2017_08_03_12:48:19;RandomForest;984.0;959.0;407.0;426.0;321.0;375.0;51.0;86.0;83.55;67.03;0.79;0.12;0.86;0.79;0.82;0.88;0.21;0.81;0.88;0.84
166;2017_08_03_12:48:19;AdaBoost;984.0;959.0;407.0;426.0;235.0;400.0;26.0;172.0;76.23;52.05;0.58;0.06;0.9;0.58;0.71;0.94;0.42;0.7;0.94;0.8
167;2017_08_03_12:48:19;Vote;984.0;959.0;407.0;426.0;346.0;366.0;60.0;61.0;85.47;70.93;0.85;0.14;0.85;0.85;0.85;0.86;0.15;0.86;0.86;0.86
168;2017_08_03_12:32:57;LogisticRegression;983.0;960.0;408.0;425.0;333.0;363.0;62.0;75.0;83.55;67.07;0.82;0.15;0.84;0.82;0.83;0.85;0.18;0.83;0.85;0.84
169;2017_08_03_12:32:57;NaiveBayes;983.0;960.0;408.0;425.0;361.0;356.0;69.0;47.0;86.07;72.17;0.88;0.16;0.84;0.88;0.86;0.84;0.12;0.88;0.84;0.86
170;2017_08_03_12:32:57;MultinomialNB;983.0;960.0;408.0;425.0;363.0;350.0;75.0;45.0;85.59;71.22;0.89;0.18;0.83;0.89;0.86;0.82;0.11;0.89;0.82;0.85
171;2017_08_03_12:32:57;BernoulliNB;983.0;960.0;408.0;425.0;364.0;344.0;81.0;44.0;84.99;70.03;0.89;0.19;0.82;0.89;0.85;0.81;0.11;0.89;0.81;0.85
172;2017_08_03_12:32:57;LinearSVC;983.0;960.0;408.0;425.0;326.0;359.0;66.0;82.0;82.23;64.42;0.8;0.16;0.83;0.8;0.81;0.84;0.2;0.81;0.84;0.82
173;2017_08_03_12:32:57;SVC;983.0;960.0;408.0;425.0;326.0;356.0;69.0;82.0;81.87;63.71;0.8;0.16;0.83;0.8;0.81;0.84;0.2;0.81;0.84;0.82
174;2017_08_03_12:32:57;SVC;983.0;960.0;408.0;425.0;408.0;0.0;425.0;0.0;48.98;0.0;1.0;1.0;0.49;1.0;0.66;0.0;0.0;0.0;0.0;0.0
175;2017_08_03_12:32:57;SVC;983.0;960.0;408.0;425.0;407.0;9.0;416.0;1.0;49.94;1.84;1.0;0.98;0.49;1.0;0.66;0.02;0.0;0.9;0.02;0.04
176;2017_08_03_12:32:57;SVC;983.0;960.0;408.0;425.0;315.0;335.0;90.0;93.0;78.03;56.04;0.77;0.21;0.78;0.77;0.77;0.79;0.23;0.78;0.79;0.78
177;2017_08_03_12:32:57;SGD;983.0;960.0;408.0;425.0;308.0;371.0;54.0;100.0;81.51;62.93;0.75;0.13;0.85;0.75;0.8;0.87;0.25;0.79;0.87;0.83
178;2017_08_03_12:32:57;MLP;983.0;960.0;408.0;425.0;332.0;364.0;61.0;76.0;83.55;67.07;0.81;0.14;0.84;0.81;0.82;0.86;0.19;0.83;0.86;0.84
179;2017_08_03_12:32:57;RandomForest;983.0;960.0;408.0;425.0;316.0;369.0;56.0;92.0;82.23;64.39;0.77;0.13;0.85;0.77;0.81;0.87;0.23;0.8;0.87;0.83
180;2017_08_03_12:32:57;AdaBoost;983.0;960.0;408.0;425.0;226.0;383.0;42.0;182.0;73.11;45.82;0.55;0.1;0.84;0.55;0.66;0.9;0.45;0.68;0.9;0.77
181;2017_08_03_12:32:57;Vote;983.0;960.0;408.0;425.0;337.0;368.0;57.0;71.0;84.63;69.23;0.83;0.13;0.86;0.83;0.84;0.87;0.17;0.84;0.87;0.85
182;2017_08_03_12:19:19;LogisticRegression;972.0;971.0;419.0;414.0;343.0;364.0;50.0;76.0;84.87;69.76;0.82;0.12;0.87;0.82;0.84;0.88;0.18;0.83;0.88;0.85
183;2017_08_03_12:19:19;NaiveBayes;972.0;971.0;419.0;414.0;375.0;349.0;65.0;44.0;86.91;73.82;0.89;0.16;0.85;0.89;0.87;0.84;0.11;0.89;0.84;0.86
184;2017_08_03_12:19:19;MultinomialNB;972.0;971.0;419.0;414.0;379.0;345.0;69.0;40.0;86.91;73.82;0.9;0.17;0.85;0.9;0.87;0.83;0.1;0.9;0.83;0.86
185;2017_08_03_12:19:19;BernoulliNB;972.0;971.0;419.0;414.0;377.0;349.0;65.0;42.0;87.15;74.3;0.9;0.16;0.85;0.9;0.87;0.84;0.1;0.89;0.84;0.86
186;2017_08_03_12:19:19;LinearSVC;972.0;971.0;419.0;414.0;339.0;348.0;66.0;80.0;82.47;64.95;0.81;0.16;0.84;0.81;0.82;0.84;0.19;0.81;0.84;0.82
187;2017_08_03_12:19:19;SVC;972.0;971.0;419.0;414.0;340.0;345.0;69.0;79.0;82.23;64.47;0.81;0.17;0.83;0.81;0.82;0.83;0.19;0.81;0.83;0.82
188;2017_08_03_12:19:19;SVC;972.0;971.0;419.0;414.0;419.0;0.0;414.0;0.0;50.3;0.0;1.0;1.0;0.5;1.0;0.67;0.0;0.0;0.0;0.0;0.0
189;2017_08_03_12:19:19;SVC;972.0;971.0;419.0;414.0;416.0;15.0;399.0;3.0;51.74;2.92;0.99;0.96;0.51;0.99;0.67;0.04;0.01;0.83;0.04;0.08
190;2017_08_03_12:19:19;SVC;972.0;971.0;419.0;414.0;318.0;328.0;86.0;101.0;77.55;55.11;0.76;0.21;0.79;0.76;0.77;0.79;0.24;0.76;0.79;0.77
191;2017_08_03_12:19:19;SGD;972.0;971.0;419.0;414.0;318.0;356.0;58.0;101.0;80.91;61.85;0.76;0.14;0.85;0.76;0.8;0.86;0.24;0.78;0.86;0.82
192;2017_08_03_12:19:19;MLP;972.0;971.0;419.0;414.0;345.0;362.0;52.0;74.0;84.87;69.76;0.82;0.13;0.87;0.82;0.84;0.87;0.18;0.83;0.87;0.85
193;2017_08_03_12:19:19;RandomForest;972.0;971.0;419.0;414.0;322.0;361.0;53.0;97.0;81.99;64.01;0.77;0.13;0.86;0.77;0.81;0.87;0.23;0.79;0.87;0.83
194;2017_08_03_12:19:19;AdaBoost;972.0;971.0;419.0;414.0;242.0;389.0;25.0;177.0;75.75;51.6;0.58;0.06;0.91;0.58;0.71;0.94;0.42;0.69;0.94;0.8
195;2017_08_03_12:19:19;Vote;972.0;971.0;419.0;414.0;352.0;362.0;52.0;67.0;85.71;71.43;0.84;0.13;0.87;0.84;0.85;0.87;0.16;0.84;0.87;0.85
196;2017_08_03_12:05:15;LogisticRegression;978.0;965.0;413.0;420.0;343.0;370.0;50.0;70.0;85.59;71.17;0.83;0.12;0.87;0.83;0.85;0.88;0.17;0.84;0.88;0.86
197;2017_08_03_12:05:15;NaiveBayes;978.0;965.0;413.0;420.0;371.0;346.0;74.0;42.0;86.07;72.16;0.9;0.18;0.83;0.9;0.86;0.82;0.1;0.89;0.82;0.85
198;2017_08_03_12:05:15;MultinomialNB;978.0;965.0;413.0;420.0;375.0;343.0;77.0;38.0;86.19;72.41;0.91;0.18;0.83;0.91;0.87;0.82;0.09;0.9;0.82;0.86
199;2017_08_03_12:05:15;BernoulliNB;978.0;965.0;413.0;420.0;376.0;336.0;84.0;37.0;85.47;70.97;0.91;0.2;0.82;0.91;0.86;0.8;0.09;0.9;0.8;0.85
200;2017_08_03_12:05:15;LinearSVC;978.0;965.0;413.0;420.0;334.0;357.0;63.0;79.0;82.95;65.89;0.81;0.15;0.84;0.81;0.82;0.85;0.19;0.82;0.85;0.83
201;2017_08_03_12:05:15;SVC;978.0;965.0;413.0;420.0;334.0;357.0;63.0;79.0;82.95;65.89;0.81;0.15;0.84;0.81;0.82;0.85;0.19;0.82;0.85;0.83
202;2017_08_03_12:05:15;SVC;978.0;965.0;413.0;420.0;413.0;0.0;420.0;0.0;49.58;0.0;1.0;1.0;0.5;1.0;0.67;0.0;0.0;0.0;0.0;0.0
203;2017_08_03_12:05:15;SVC;978.0;965.0;413.0;420.0;413.0;13.0;407.0;0.0;51.14;3.07;1.0;0.97;0.5;1.0;0.67;0.03;0.0;1.0;0.03;0.06
204;2017_08_03_12:05:15;SVC;978.0;965.0;413.0;420.0;328.0;335.0;85.0;85.0;79.59;59.18;0.79;0.2;0.79;0.79;0.79;0.8;0.21;0.8;0.8;0.8
205;2017_08_03_12:05:15;SGD;978.0;965.0;413.0;420.0;318.0;359.0;61.0;95.0;81.27;62.52;0.77;0.15;0.84;0.77;0.8;0.85;0.23;0.79;0.85;0.82
206;2017_08_03_12:05:15;MLP;978.0;965.0;413.0;420.0;340.0;369.0;51.0;73.0;85.11;70.21;0.82;0.12;0.87;0.82;0.84;0.88;0.18;0.83;0.88;0.85
207;2017_08_03_12:05:15;RandomForest;978.0;965.0;413.0;420.0;310.0;378.0;42.0;103.0;82.59;65.14;0.75;0.1;0.88;0.75;0.81;0.9;0.25;0.79;0.9;0.84
208;2017_08_03_12:05:15;AdaBoost;978.0;965.0;413.0;420.0;241.0;386.0;34.0;172.0;75.27;50.4;0.58;0.08;0.88;0.58;0.7;0.92;0.42;0.69;0.92;0.79
209;2017_08_03_12:05:15;Vote;978.0;965.0;413.0;420.0;343.0;370.0;50.0;70.0;85.59;71.17;0.83;0.12;0.87;0.83;0.85;0.88;0.17;0.84;0.88;0.86
210;2017_08_03_11:50:27;LogisticRegression;976.0;967.0;415.0;418.0;355.0;360.0;58.0;60.0;85.83;71.67;0.86;0.14;0.86;0.86;0.86;0.86;0.14;0.86;0.86;0.86
211;2017_08_03_11:50:27;NaiveBayes;976.0;967.0;415.0;418.0;384.0;348.0;70.0;31.0;87.88;75.76;0.93;0.17;0.85;0.93;0.89;0.83;0.07;0.92;0.83;0.87
212;2017_08_03_11:50:27;MultinomialNB;976.0;967.0;415.0;418.0;385.0;343.0;75.0;30.0;87.39;74.8;0.93;0.18;0.84;0.93;0.88;0.82;0.07;0.92;0.82;0.87
213;2017_08_03_11:50:27;BernoulliNB;976.0;967.0;415.0;418.0;385.0;335.0;83.0;30.0;86.43;72.88;0.93;0.2;0.82;0.93;0.87;0.8;0.07;0.92;0.8;0.86
214;2017_08_03_11:50:27;LinearSVC;976.0;967.0;415.0;418.0;345.0;348.0;70.0;70.0;83.19;66.39;0.83;0.17;0.83;0.83;0.83;0.83;0.17;0.83;0.83;0.83
215;2017_08_03_11:50:27;SVC;976.0;967.0;415.0;418.0;349.0;344.0;74.0;66.0;83.19;66.39;0.84;0.18;0.83;0.84;0.83;0.82;0.16;0.84;0.82;0.83
216;2017_08_03_11:50:27;SVC;976.0;967.0;415.0;418.0;415.0;0.0;418.0;0.0;49.82;0.0;1.0;1.0;0.5;1.0;0.67;0.0;0.0;0.0;0.0;0.0
217;2017_08_03_11:50:27;SVC;976.0;967.0;415.0;418.0;11.0;417.0;1.0;404.0;51.38;2.42;0.03;0.0;0.92;0.03;0.06;1.0;0.97;0.51;1.0;0.68
218;2017_08_03_11:50:27;SVC;976.0;967.0;415.0;418.0;322.0;337.0;81.0;93.0;79.11;58.22;0.78;0.19;0.8;0.78;0.79;0.81;0.22;0.78;0.81;0.79
219;2017_08_03_11:50:27;SGD;976.0;967.0;415.0;418.0;355.0;338.0;80.0;60.0;83.19;66.39;0.86;0.19;0.82;0.86;0.84;0.81;0.14;0.85;0.81;0.83
220;2017_08_03_11:50:27;MLP;976.0;967.0;415.0;418.0;355.0;361.0;57.0;60.0;85.95;71.91;0.86;0.14;0.86;0.86;0.86;0.86;0.14;0.86;0.86;0.86
221;2017_08_03_11:50:27;RandomForest;976.0;967.0;415.0;418.0;315.0;368.0;50.0;100.0;81.99;63.97;0.76;0.12;0.86;0.76;0.81;0.88;0.24;0.79;0.88;0.83
222;2017_08_03_11:50:27;AdaBoost;976.0;967.0;415.0;418.0;230.0;392.0;26.0;185.0;74.67;49.27;0.55;0.06;0.9;0.55;0.68;0.94;0.45;0.68;0.94;0.79
223;2017_08_03_11:50:27;Vote;976.0;967.0;415.0;418.0;360.0;358.0;60.0;55.0;86.19;72.39;0.87;0.14;0.86;0.87;0.86;0.86;0.13;0.87;0.86;0.86
224;2017_08_03_11:37:47;LogisticRegression;961.0;982.0;430.0;403.0;369.0;345.0;58.0;61.0;85.71;71.41;0.86;0.14;0.86;0.86;0.86;0.86;0.14;0.85;0.86;0.85
225;2017_08_03_11:37:47;NaiveBayes;961.0;982.0;430.0;403.0;394.0;329.0;74.0;36.0;86.79;73.48;0.92;0.18;0.84;0.92;0.88;0.82;0.08;0.9;0.82;0.86
226;2017_08_03_11:37:47;MultinomialNB;961.0;982.0;430.0;403.0;395.0;327.0;76.0;35.0;86.67;73.24;0.92;0.19;0.84;0.92;0.88;0.81;0.08;0.9;0.81;0.85
227;2017_08_03_11:37:47;BernoulliNB;961.0;982.0;430.0;403.0;394.0;329.0;74.0;36.0;86.79;73.48;0.92;0.18;0.84;0.92;0.88;0.82;0.08;0.9;0.82;0.86
228;2017_08_03_11:37:47;LinearSVC;961.0;982.0;430.0;403.0;365.0;334.0;69.0;65.0;83.91;67.78;0.85;0.17;0.84;0.85;0.84;0.83;0.15;0.84;0.83;0.83
229;2017_08_03_11:37:47;SVC;961.0;982.0;430.0;403.0;362.0;332.0;71.0;68.0;83.31;66.58;0.84;0.18;0.84;0.84;0.84;0.82;0.16;0.83;0.82;0.82
230;2017_08_03_11:37:47;SVC;961.0;982.0;430.0;403.0;0.0;403.0;0.0;430.0;48.38;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.48;1.0;0.65
231;2017_08_03_11:37:47;SVC;961.0;982.0;430.0;403.0;17.0;402.0;1.0;413.0;50.3;3.59;0.04;0.0;0.94;0.04;0.08;1.0;0.96;0.49;1.0;0.66
232;2017_08_03_11:37:47;SVC;961.0;982.0;430.0;403.0;354.0;316.0;87.0;76.0;80.43;60.79;0.82;0.22;0.8;0.82;0.81;0.78;0.18;0.81;0.78;0.79
233;2017_08_03_11:37:47;SGD;961.0;982.0;430.0;403.0;341.0;348.0;55.0;89.0;82.71;65.48;0.79;0.14;0.86;0.79;0.82;0.86;0.21;0.8;0.86;0.83
234;2017_08_03_11:37:47;MLP;961.0;982.0;430.0;403.0;374.0;344.0;59.0;56.0;86.19;72.35;0.87;0.15;0.86;0.87;0.86;0.85;0.13;0.86;0.85;0.85
235;2017_08_03_11:37:47;RandomForest;961.0;982.0;430.0;403.0;337.0;355.0;48.0;93.0;83.07;66.23;0.78;0.12;0.88;0.78;0.83;0.88;0.22;0.79;0.88;0.83
236;2017_08_03_11:37:47;AdaBoost;961.0;982.0;430.0;403.0;258.0;357.0;46.0;172.0;73.83;48.11;0.6;0.11;0.85;0.6;0.7;0.89;0.4;0.67;0.89;0.76
237;2017_08_03_11:37:47;Vote;961.0;982.0;430.0;403.0;373.0;347.0;56.0;57.0;86.43;72.84;0.87;0.14;0.87;0.87;0.87;0.86;0.13;0.86;0.86;0.86
238;2017_08_03_00:01:16;LogisticRegression;970.0;973.0;421.0;412.0;355.0;359.0;53.0;66.0;85.71;71.43;0.84;0.13;0.87;0.84;0.85;0.87;0.16;0.84;0.87;0.85
239;2017_08_03_00:01:16;NaiveBayes;970.0;973.0;421.0;412.0;376.0;345.0;67.0;45.0;86.55;73.09;0.89;0.16;0.85;0.89;0.87;0.84;0.11;0.88;0.84;0.86
240;2017_08_03_00:01:16;MultinomialNB;970.0;973.0;421.0;412.0;381.0;342.0;70.0;40.0;86.79;73.57;0.9;0.17;0.84;0.9;0.87;0.83;0.1;0.9;0.83;0.86
241;2017_08_03_00:01:16;BernoulliNB;970.0;973.0;421.0;412.0;381.0;343.0;69.0;40.0;86.91;73.81;0.9;0.17;0.85;0.9;0.87;0.83;0.1;0.9;0.83;0.86
242;2017_08_03_00:01:16;LinearSVC;970.0;973.0;421.0;412.0;353.0;353.0;59.0;68.0;84.75;69.51;0.84;0.14;0.86;0.84;0.85;0.86;0.16;0.84;0.86;0.85
243;2017_08_03_00:01:16;SVC;970.0;973.0;421.0;412.0;350.0;353.0;59.0;71.0;84.39;68.79;0.83;0.14;0.86;0.83;0.84;0.86;0.17;0.83;0.86;0.84
244;2017_08_03_00:01:16;SVC;970.0;973.0;421.0;412.0;0.0;412.0;0.0;421.0;49.46;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.49;1.0;0.66
245;2017_08_03_00:01:16;SVC;970.0;973.0;421.0;412.0;16.0;412.0;0.0;405.0;51.38;3.76;0.04;0.0;1.0;0.04;0.08;1.0;0.96;0.5;1.0;0.67
246;2017_08_03_00:01:16;SVC;970.0;973.0;421.0;412.0;344.0;326.0;86.0;77.0;80.43;60.85;0.82;0.21;0.8;0.82;0.81;0.79;0.18;0.81;0.79;0.8
247;2017_08_03_00:01:16;SGD;970.0;973.0;421.0;412.0;363.0;331.0;81.0;58.0;83.31;66.6;0.86;0.2;0.82;0.86;0.84;0.8;0.14;0.85;0.8;0.82
248;2017_08_03_00:01:16;MLP;970.0;973.0;421.0;412.0;356.0;360.0;52.0;65.0;85.95;71.91;0.85;0.13;0.87;0.85;0.86;0.87;0.15;0.85;0.87;0.86
249;2017_08_03_00:01:16;RandomForest;970.0;973.0;421.0;412.0;331.0;363.0;49.0;90.0;83.31;66.66;0.79;0.12;0.87;0.79;0.83;0.88;0.21;0.8;0.88;0.84
250;2017_08_03_00:01:16;AdaBoost;970.0;973.0;421.0;412.0;250.0;381.0;31.0;171.0;75.75;51.67;0.59;0.08;0.89;0.59;0.71;0.92;0.41;0.69;0.92;0.79
251;2017_08_03_00:01:16;Vote;970.0;973.0;421.0;412.0;364.0;360.0;52.0;57.0;86.91;73.83;0.86;0.13;0.88;0.86;0.87;0.87;0.14;0.86;0.87;0.86
252;2017_08_02_23:46:15;LogisticRegression;962.0;981.0;429.0;404.0;368.0;349.0;55.0;61.0;86.07;72.14;0.86;0.14;0.87;0.86;0.86;0.86;0.14;0.85;0.86;0.85
253;2017_08_02_23:46:15;NaiveBayes;962.0;981.0;429.0;404.0;402.0;333.0;71.0;27.0;88.24;76.37;0.94;0.18;0.85;0.94;0.89;0.82;0.06;0.93;0.82;0.87
254;2017_08_02_23:46:15;MultinomialNB;962.0;981.0;429.0;404.0;400.0;331.0;73.0;29.0;87.76;75.41;0.93;0.18;0.85;0.93;0.89;0.82;0.07;0.92;0.82;0.87
255;2017_08_02_23:46:15;BernoulliNB;962.0;981.0;429.0;404.0;398.0;335.0;69.0;31.0;88.0;75.9;0.93;0.17;0.85;0.93;0.89;0.83;0.07;0.92;0.83;0.87
256;2017_08_02_23:46:15;LinearSVC;962.0;981.0;429.0;404.0;364.0;336.0;68.0;65.0;84.03;68.03;0.85;0.17;0.84;0.85;0.84;0.83;0.15;0.84;0.83;0.83
257;2017_08_02_23:46:15;SVC;962.0;981.0;429.0;404.0;357.0;332.0;72.0;72.0;82.71;65.4;0.83;0.18;0.83;0.83;0.83;0.82;0.17;0.82;0.82;0.82
258;2017_08_02_23:46:15;SVC;962.0;981.0;429.0;404.0;0.0;404.0;0.0;429.0;48.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.48;1.0;0.65
259;2017_08_02_23:46:15;SVC;962.0;981.0;429.0;404.0;11.0;404.0;0.0;418.0;49.82;2.49;0.03;0.0;1.0;0.03;0.06;1.0;0.97;0.49;1.0;0.66
260;2017_08_02_23:46:15;SVC;962.0;981.0;429.0;404.0;340.0;315.0;89.0;89.0;78.63;57.22;0.79;0.22;0.79;0.79;0.79;0.78;0.21;0.78;0.78;0.78
261;2017_08_02_23:46:15;SGD;962.0;981.0;429.0;404.0;335.0;344.0;60.0;94.0;81.51;63.08;0.78;0.15;0.85;0.78;0.81;0.85;0.22;0.79;0.85;0.82
262;2017_08_02_23:46:15;MLP;962.0;981.0;429.0;404.0;369.0;345.0;59.0;60.0;85.71;71.4;0.86;0.15;0.86;0.86;0.86;0.85;0.14;0.85;0.85;0.85
263;2017_08_02_23:46:15;RandomForest;962.0;981.0;429.0;404.0;359.0;343.0;61.0;70.0;84.27;68.54;0.84;0.15;0.85;0.84;0.84;0.85;0.16;0.83;0.85;0.84
264;2017_08_02_23:46:15;AdaBoost;962.0;981.0;429.0;404.0;258.0;362.0;42.0;171.0;74.43;49.29;0.6;0.1;0.86;0.6;0.71;0.9;0.4;0.68;0.9;0.77
265;2017_08_02_23:46:15;Vote;962.0;981.0;429.0;404.0;377.0;350.0;54.0;52.0;87.27;74.52;0.88;0.13;0.87;0.88;0.87;0.87;0.12;0.87;0.87;0.87
266;2017_08_02_23:31:26;LogisticRegression;982.0;961.0;409.0;424.0;356.0;366.0;58.0;53.0;86.67;73.35;0.87;0.14;0.86;0.87;0.86;0.86;0.13;0.87;0.86;0.86
267;2017_08_02_23:31:26;NaiveBayes;982.0;961.0;409.0;424.0;377.0;339.0;85.0;32.0;85.95;71.96;0.92;0.2;0.82;0.92;0.87;0.8;0.08;0.91;0.8;0.85
268;2017_08_02_23:31:26;MultinomialNB;982.0;961.0;409.0;424.0;379.0;343.0;81.0;30.0;86.67;73.4;0.93;0.19;0.82;0.93;0.87;0.81;0.07;0.92;0.81;0.86
269;2017_08_02_23:31:26;BernoulliNB;982.0;961.0;409.0;424.0;379.0;335.0;89.0;30.0;85.71;71.49;0.93;0.21;0.81;0.93;0.87;0.79;0.07;0.92;0.79;0.85
270;2017_08_02_23:31:26;LinearSVC;982.0;961.0;409.0;424.0;353.0;363.0;61.0;56.0;85.95;71.91;0.86;0.14;0.85;0.86;0.85;0.86;0.14;0.87;0.86;0.86
271;2017_08_02_23:31:26;SVC;982.0;961.0;409.0;424.0;347.0;356.0;68.0;62.0;84.39;68.79;0.85;0.16;0.84;0.85;0.84;0.84;0.15;0.85;0.84;0.84
272;2017_08_02_23:31:26;SVC;982.0;961.0;409.0;424.0;409.0;0.0;424.0;0.0;49.1;0.0;1.0;1.0;0.49;1.0;0.66;0.0;0.0;0.0;0.0;0.0
273;2017_08_02_23:31:26;SVC;982.0;961.0;409.0;424.0;408.0;7.0;417.0;1.0;49.82;1.38;1.0;0.98;0.49;1.0;0.66;0.02;0.0;0.88;0.02;0.04
